clienti_ID,prodotto_ID,quantita,data
1625,14,68,2025-06-21
3167,14,67,2025-03-25
4713,10,1,2025-01-06
4450,13,78,2025-09-17
3806,16,50,2025-07-04
517,14,95,2025-04-01
1508,9,13,2025-05-07
4051,8,20,2025-01-12
1600,12,19,2025-02-15
1635,13,50,2025-12-23
1457,17,98,2025-04-04
3567,3,91,2025-07-04
3841,3,88,2025-06-22
2234,5,84,2025-11-14
3920,11,16,2025-03-28
50,19,65,2025-07-16
4657,11,19,2025-03-09
879,10,25,2025-06-04
4751,2,82,2025-07-30
3245,2,68,2025-03-30
659,14,98,2025-01-01
1041,1,46,2025-11-21
1934,8,75,2025-12-24
128,18,34,2025-11-19
2785,2,57,2025-02-05
1718,19,39,2025-06-18
2081,18,94,2025-02-03
2547,16,73,2025-12-31
2434,7,85,2025-07-20
259,7,82,2025-06-02
2703,8,65,2025-07-12
3519,9,19,2025-02-08
2929,15,38,2025-12-06
1994,3,60,2025-09-09
4776,11,48,2025-05-06
1371,11,98,2025-01-01
2389,12,53,2025-05-13
4011,17,16,2025-11-09
3326,16,23,2025-01-23
1717,6,72,2025-04-01
3506,12,19,2025-08-31
4232,7,26,2025-12-11
3214,14,90,2025-01-01
776,4,66,2025-02-15
511,15,9,2025-06-29
341,1,10,2025-08-20
37,18,59,2025-10-02
3300,2,3,2025-05-29
3212,4,93,2025-02-19
2586,2,77,2025-07-20
4683,5,27,2025-02-01
2496,1,67,2025-10-02
1435,19,4,2025-04-22
1708,3,47,2025-09-05
4562,9,81,2025-12-18
4607,5,3,2025-05-10
632,1,37,2025-03-17
4604,4,48,2025-03-09
1392,11,91,2025-08-27
1589,15,24,2025-03-28
4357,1,67,2025-06-23
2095,19,68,2025-10-21
3470,16,80,2025-02-20
2500,14,24,2025-10-14
2586,16,26,2025-08-27
405,2,87,2025-03-30
120,6,76,2025-04-16
2652,4,54,2025-04-04
3279,15,51,2025-05-30
3837,5,33,2025-05-10
4182,16,6,2025-06-09
954,12,39,2025-08-06
2596,10,78,2025-11-18
278,12,73,2025-03-16
1417,14,59,2025-09-15
4516,17,60,2025-10-18
1408,2,46,2025-04-23
1625,14,21,2025-05-24
3204,10,30,2025-12-27
199,4,82,2025-04-23
2138,6,24,2025-03-23
3611,17,36,2025-11-06
201,11,12,2025-08-20
1370,12,41,2025-05-22
2310,5,21,2025-09-18
1805,4,93,2025-10-09
1417,3,79,2025-08-29
4103,7,98,2025-04-23
4088,6,44,2025-05-05
3973,13,24,2025-04-25
2816,8,94,2025-02-24
2451,3,22,2025-08-19
340,5,55,2025-04-08
2028,7,38,2025-10-30
433,9,27,2025-11-17
1617,10,47,2025-09-26
1254,2,20,2025-05-24
2125,1,17,2025-04-04
3301,8,85,2025-05-12
4943,14,86,2025-05-26
4981,4,93,2025-10-15
3672,11,1,2025-10-22
4790,9,15,2025-04-07
2118,6,48,2025-03-10
363,17,69,2025-01-02
1699,19,4,2025-02-05
3432,3,30,2025-11-29
3326,9,47,2025-03-18
3523,4,2,2025-10-25
296,4,54,2025-02-25
437,1,3,2025-02-05
2036,18,45,2025-12-17
793,9,87,2025-02-09
4670,5,76,2025-06-27
4751,5,6,2025-05-04
780,12,55,2025-05-15
1912,13,10,2025-09-01
1671,19,9,2025-04-14
2574,17,56,2025-09-12
2480,5,19,2025-08-10
2212,11,90,2025-04-15
561,17,35,2025-04-23
2609,2,70,2025-03-09
525,7,58,2025-03-09
4953,16,36,2025-05-15
2235,4,13,2025-09-19
503,18,96,2025-02-11
4652,13,44,2025-06-24
4186,3,33,2025-06-10
2621,16,67,2025-09-11
2759,11,80,2025-05-21
308,3,73,2025-10-29
427,6,10,2025-04-09
2798,7,10,2025-03-20
3685,18,81,2025-09-01
3743,16,94,2025-11-18
387,9,99,2025-09-06
3203,6,80,2025-08-18
2769,6,56,2025-05-01
4636,9,74,2025-04-17
3501,18,31,2025-01-25
4068,8,29,2025-11-17
2567,9,89,2025-07-30
3284,5,89,2025-06-25
4476,3,65,2025-12-08
4487,11,66,2025-04-01
1866,13,53,2025-08-03
2482,15,49,2025-03-29
3854,6,72,2025-04-08
1543,17,21,2025-01-25
3436,2,78,2025-11-26
1206,4,1,2025-11-16
4252,7,41,2025-11-18
2051,14,56,2025-06-05
2601,1,52,2025-02-09
4410,17,58,2025-01-10
2132,11,59,2025-02-01
4035,6,44,2025-12-28
3516,16,65,2025-11-15
4060,11,78,2025-02-20
194,10,20,2025-03-11
362,17,68,2025-05-13
54,4,86,2025-09-21
4200,7,9,2025-12-10
1080,15,98,2025-09-15
4474,7,70,2025-05-22
3845,18,69,2025-06-14
4882,14,74,2025-06-04
4073,1,30,2025-10-16
1600,17,87,2025-03-16
4046,9,97,2025-05-17
2705,6,14,2025-11-19
2385,19,79,2025-12-01
2401,5,25,2025-11-15
268,1,87,2025-09-26
3200,19,52,2025-10-03
833,1,65,2025-07-26
2609,16,52,2025-02-18
3844,10,76,2025-01-01
2855,14,61,2025-04-15
1518,9,25,2025-02-12
3155,11,77,2025-04-10
674,9,94,2025-06-24
3338,6,5,2025-05-02
4126,8,94,2025-05-30
4217,10,45,2025-05-07
1718,16,93,2025-08-31
4528,10,40,2025-11-17
2921,12,12,2025-04-10
673,5,44,2025-03-22
3730,9,10,2025-12-03
4218,17,48,2025-07-29
903,11,52,2025-04-15
4874,11,27,2025-06-24
2399,10,43,2025-11-20
837,9,26,2025-11-09
2446,6,33,2025-12-15
4622,12,21,2025-01-13
4055,17,75,2025-01-02
2691,11,15,2025-04-05
310,3,17,2025-05-15
1901,18,39,2025-09-20
2424,13,91,2025-05-28
1907,16,58,2025-04-09
330,5,64,2025-09-23
1755,14,34,2025-10-19
4263,2,94,2025-03-01
1358,13,68,2025-08-08
2857,13,91,2025-07-14
2079,9,15,2025-03-14
4515,1,93,2025-06-16
437,16,42,2025-04-20
2206,13,11,2025-05-20
788,15,60,2025-08-08
2141,8,4,2025-08-15
4531,16,67,2025-10-07
4435,4,59,2025-11-30
952,1,53,2025-11-13
1553,12,71,2025-05-21
1532,7,42,2025-12-19
4108,1,16,2025-04-13
3149,3,22,2025-09-28
4490,9,30,2025-05-23
2966,18,9,2025-01-17
2159,1,36,2025-07-25
4720,12,74,2025-10-24
3933,9,34,2025-07-21
4264,17,13,2025-03-14
4422,18,31,2025-06-04
1482,9,72,2025-07-23
2852,17,75,2025-04-26
4984,15,30,2025-01-10
1029,19,31,2025-07-11
555,15,31,2025-07-15
2652,14,95,2025-11-14
3510,13,6,2025-01-29
1076,4,32,2025-08-17
4298,2,85,2025-12-26
4766,2,87,2025-05-30
52,15,77,2025-01-16
2658,9,81,2025-10-27
2928,13,72,2025-11-11
2189,7,94,2025-03-16
1233,10,96,2025-06-20
2127,19,73,2025-06-03
321,6,54,2025-10-12
4369,12,38,2025-03-09
1368,16,36,2025-08-08
3378,6,45,2025-10-26
4987,17,34,2025-12-10
2853,5,99,2025-09-14
3929,17,24,2025-08-27
1627,9,42,2025-03-09
3702,9,7,2025-02-27
4091,15,46,2025-09-16
1988,4,26,2025-02-03
729,6,29,2025-03-08
2484,16,36,2025-02-14
983,19,91,2025-06-12
2744,10,30,2025-06-13
4870,12,80,2025-08-02
3402,14,54,2025-05-23
3711,10,19,2025-06-07
2363,4,76,2025-01-18
4523,9,83,2025-09-26
3505,3,51,2025-10-31
1794,9,12,2025-03-14
97,2,66,2025-12-09
4556,6,95,2025-11-14
4268,12,16,2025-12-26
2789,18,32,2025-02-24
1031,14,44,2025-02-06
669,7,10,2025-11-21
4048,5,59,2025-10-01
1079,3,94,2025-02-03
2942,13,37,2025-12-31
3549,7,67,2025-09-20
3602,6,49,2025-05-11
4966,13,41,2025-05-14
3214,2,98,2025-10-31
2954,14,59,2025-04-11
3897,14,90,2025-08-27
4398,11,67,2025-03-14
80,5,9,2025-11-16
3565,4,60,2025-03-07
4359,6,48,2025-10-20
3507,15,59,2025-06-16
749,19,43,2025-05-10
4723,13,54,2025-08-17
3680,16,85,2025-01-22
2222,3,59,2025-06-30
1893,12,65,2025-06-22
3557,18,57,2025-03-01
1577,11,86,2025-01-21
4422,8,83,2025-06-12
4817,12,86,2025-09-21
3600,5,5,2025-01-01
2933,11,9,2025-03-21
4290,8,74,2025-04-21
2362,5,88,2025-07-09
2014,3,3,2025-12-27
4765,17,36,2025-08-19
3820,5,46,2025-09-27
2308,17,22,2025-01-23
4920,12,45,2025-07-12
697,18,10,2025-02-09
1455,5,95,2025-09-09
2872,13,21,2025-11-03
91,5,44,2025-11-20
424,3,57,2025-12-30
4877,9,9,2025-04-30
4979,5,73,2025-05-03
1857,4,60,2025-05-07
3404,18,18,2025-04-26
4159,4,29,2025-05-14
2296,14,91,2025-01-28
324,2,70,2025-11-21
372,11,64,2025-03-01
648,16,77,2025-08-10
512,14,29,2025-01-02
412,5,53,2025-02-05
4934,4,55,2025-04-21
2461,14,82,2025-04-17
3063,1,86,2025-02-16
2014,2,83,2025-07-13
2273,6,85,2025-08-17
912,17,58,2025-09-09
300,2,29,2025-12-26
2030,3,3,2025-08-06
4237,1,7,2025-10-10
3661,14,43,2025-04-21
2532,1,99,2025-08-24
1038,18,55,2025-12-27
4643,7,23,2025-08-24
2287,15,19,2025-09-03
3667,17,85,2025-10-09
620,12,16,2025-01-17
1860,10,88,2025-11-18
1588,10,60,2025-12-22
4021,2,61,2025-03-07
2564,16,40,2025-10-09
1650,15,10,2025-01-10
4018,9,91,2025-12-13
504,14,38,2025-07-06
1263,16,82,2025-03-29
990,17,46,2025-05-02
4355,1,7,2025-05-14
4074,13,58,2025-03-08
3453,7,80,2025-05-23
3930,1,74,2025-04-10
4555,6,71,2025-04-16
4719,11,57,2025-04-25
4260,11,92,2025-01-14
1890,14,88,2025-12-28
442,3,81,2025-01-05
2953,9,54,2025-02-22
730,14,43,2025-12-16
2164,3,41,2025-04-25
3732,3,20,2025-09-28
2857,6,96,2025-02-03
1873,11,68,2025-07-17
3490,10,43,2025-02-23
1049,1,45,2025-01-19
2690,11,52,2025-06-06
3501,14,97,2025-03-01
3873,11,64,2025-10-01
4858,5,47,2025-05-29
712,7,37,2025-10-02
3052,13,14,2025-03-14
1509,2,8,2025-03-16
470,7,77,2025-09-12
77,9,18,2025-04-01
3186,15,84,2025-11-21
4785,16,18,2025-03-12
1308,17,35,2025-10-10
1180,13,60,2025-12-04
150,9,99,2025-12-25
754,5,3,2025-11-27
3479,13,13,2025-11-10
1257,9,99,2025-09-01
2121,9,61,2025-09-25
4711,12,56,2025-11-01
3259,16,16,2025-02-18
6,10,34,2025-04-02
4568,18,88,2025-01-17
601,10,17,2025-09-15
2619,9,2,2025-10-22
4375,17,62,2025-03-06
468,11,80,2025-03-08
4781,4,4,2025-08-12
3930,3,62,2025-09-15
212,10,46,2025-03-20
261,9,59,2025-07-03
1072,1,86,2025-06-22
1747,12,53,2025-12-14
292,6,70,2025-05-11
4995,3,14,2025-08-07
1717,2,49,2025-06-04
4521,18,36,2025-08-14
2800,10,15,2025-04-08
3331,18,33,2025-09-16
287,8,10,2025-09-05
1569,13,45,2025-09-03
4107,3,92,2025-02-09
884,3,66,2025-04-19
4674,13,65,2025-03-10
1729,10,32,2025-08-17
4805,17,45,2025-05-28
2787,7,37,2025-10-27
3762,16,58,2025-05-09
3522,8,92,2025-01-04
2591,11,45,2025-12-22
2213,8,24,2025-07-27
4584,2,8,2025-12-24
3727,6,33,2025-01-11
1684,8,87,2025-03-05
1020,16,52,2025-07-25
4876,7,89,2025-08-11
4144,5,25,2025-12-30
1357,14,54,2025-02-09
1262,13,50,2025-08-03
2715,16,97,2025-04-26
2490,12,98,2025-10-26
870,17,65,2025-07-18
1712,6,76,2025-08-06
3124,9,41,2025-04-17
2782,13,61,2025-12-18
4152,2,82,2025-10-27
3125,13,77,2025-06-18
3061,8,16,2025-04-29
413,9,41,2025-07-22
2818,2,9,2025-06-14
3481,14,62,2025-12-14
4660,10,46,2025-11-13
764,14,53,2025-02-16
373,15,93,2025-02-13
4401,1,77,2025-06-22
129,6,44,2025-03-25
4182,2,25,2025-09-03
2008,13,30,2025-07-31
4680,15,9,2025-10-02
2823,3,82,2025-09-25
1306,6,53,2025-02-07
3851,8,36,2025-03-29
4979,10,55,2025-05-16
113,14,58,2025-07-26
24,5,70,2025-04-19
2805,11,48,2025-06-28
4286,19,90,2025-10-13
3794,10,80,2025-06-07
3845,6,88,2025-05-23
3399,17,23,2025-12-05
4928,14,39,2025-04-19
1174,7,35,2025-07-11
1641,3,17,2025-08-24
2979,7,34,2025-03-28
1697,8,53,2025-08-06
2994,9,27,2025-06-21
66,18,43,2025-06-13
250,5,66,2025-09-02
2489,12,76,2025-06-27
4051,15,67,2025-07-19
1244,4,75,2025-12-14
2525,16,37,2025-10-04
1739,4,49,2025-07-26
2010,15,16,2025-04-26
4489,11,39,2025-09-03
4946,12,77,2025-06-29
1983,18,52,2025-06-13
3127,5,96,2025-08-02
4874,13,35,2025-10-29
1401,8,59,2025-04-11
4096,10,32,2025-02-10
4245,3,66,2025-05-13
1639,18,85,2025-03-29
1154,8,80,2025-12-05
4617,8,46,2025-06-05
701,10,39,2025-04-10
2057,15,89,2025-10-28
47,2,24,2025-06-02
3619,7,14,2025-03-30
823,10,40,2025-09-02
3728,8,84,2025-01-26
627,16,26,2025-04-21
1161,18,40,2025-02-03
4192,19,18,2025-09-24
2935,8,4,2025-04-08
822,10,81,2025-10-31
4616,7,19,2025-08-23
720,6,75,2025-07-09
2655,10,56,2025-09-01
252,2,9,2025-05-06
2544,2,56,2025-04-03
2602,12,3,2025-02-10
4938,16,83,2025-03-12
2957,15,93,2025-03-12
4299,14,65,2025-12-25
1466,4,46,2025-06-21
1352,4,62,2025-06-26
2106,17,70,2025-10-12
4684,8,17,2025-05-20
144,4,78,2025-11-26
2647,7,94,2025-06-07
2008,6,64,2025-09-11
2659,10,96,2025-09-26
2817,16,95,2025-01-21
2439,13,92,2025-10-07
868,16,42,2025-12-10
903,4,99,2025-10-22
3986,1,58,2025-04-18
955,11,57,2025-01-28
765,17,6,2025-02-27
343,19,69,2025-03-10
3166,12,99,2025-03-31
1063,12,29,2025-03-25
2428,15,99,2025-09-13
3910,19,20,2025-08-09
2012,4,39,2025-06-09
58,15,87,2025-09-20
330,8,43,2025-10-23
1638,18,41,2025-10-05
4441,11,87,2025-03-07
489,9,1,2025-04-17
2516,10,97,2025-07-01
1397,6,55,2025-12-02
3616,8,17,2025-01-15
3251,15,65,2025-01-30
3455,2,86,2025-07-27
4072,5,42,2025-04-29
3663,9,82,2025-01-20
3301,19,26,2025-02-18
2632,17,7,2025-01-03
3168,1,10,2025-04-07
602,4,99,2025-03-22
586,16,64,2025-05-13
3846,18,91,2025-03-12
1818,15,63,2025-05-21
4514,3,22,2025-09-20
4329,17,58,2025-02-18
4035,16,28,2025-09-26
4854,3,10,2025-04-06
3582,1,92,2025-08-09
2990,17,58,2025-07-07
3110,12,54,2025-05-21
1122,14,23,2025-12-25
1100,16,96,2025-07-20
3490,13,94,2025-11-19
4061,5,91,2025-03-21
3826,13,69,2025-10-27
2897,12,56,2025-06-14
3897,4,82,2025-05-15
2050,3,5,2025-01-19
1591,18,33,2025-10-30
1769,14,79,2025-06-05
4571,8,14,2025-05-06
2636,7,26,2025-08-25
3069,12,87,2025-01-08
1485,5,91,2025-10-01
577,8,80,2025-02-26
2671,15,51,2025-08-21
3704,16,12,2025-10-23
3278,7,33,2025-02-28
2323,16,57,2025-10-01
1935,12,43,2025-03-30
2189,6,43,2025-07-07
1424,18,13,2025-07-16
557,6,20,2025-11-24
4230,4,56,2025-12-29
4078,1,68,2025-11-20
530,14,33,2025-12-20
4133,5,5,2025-11-23
1227,16,98,2025-12-17
4850,14,8,2025-06-21
4885,9,50,2025-05-23
669,16,29,2025-10-15
717,18,62,2025-08-18
3588,1,83,2025-02-16
3465,4,92,2025-02-27
1849,11,22,2025-10-01
3789,11,85,2025-07-23
4085,11,33,2025-10-19
3671,6,43,2025-10-29
2928,1,44,2025-10-26
2789,11,63,2025-10-12
3435,6,30,2025-01-22
503,9,53,2025-10-06
3109,14,87,2025-05-23
2059,15,89,2025-01-04
1998,14,16,2025-03-09
849,6,58,2025-06-03
4889,11,2,2025-09-21
3530,19,6,2025-07-04
4125,18,70,2025-09-01
2689,3,16,2025-01-31
4914,5,35,2025-11-07
238,8,94,2025-07-12
3546,3,2,2025-01-10
2061,13,23,2025-06-02
3828,16,96,2025-12-25
71,15,39,2025-07-20
2321,14,14,2025-09-18
4288,19,30,2025-04-19
1535,2,45,2025-11-12
2749,1,77,2025-09-24
3350,13,53,2025-08-09
1418,19,98,2025-10-16
4408,10,70,2025-12-16
1642,12,41,2025-01-21
1161,14,24,2025-07-12
2778,7,36,2025-02-23
337,3,11,2025-07-04
330,15,94,2025-05-21
2736,4,38,2025-04-23
4681,11,20,2025-08-05
3652,2,26,2025-06-29
2016,7,68,2025-06-04
4755,7,70,2025-12-18
1672,7,38,2025-12-07
4313,3,68,2025-10-24
4533,16,11,2025-06-15
683,9,83,2025-05-10
1334,15,77,2025-09-01
2065,18,75,2025-01-28
1422,8,43,2025-08-19
1383,13,77,2025-02-21
1120,7,79,2025-06-29
1807,3,93,2025-06-02
4963,19,57,2025-11-06
2321,11,98,2025-07-13
1231,6,85,2025-10-22
4316,8,74,2025-08-18
3078,6,86,2025-09-04
2908,8,72,2025-09-14
4681,18,47,2025-07-21
4638,8,36,2025-03-25
4517,6,21,2025-06-30
3866,16,13,2025-02-25
1932,18,89,2025-03-02
4747,18,13,2025-09-27
3318,2,33,2025-11-04
1918,12,18,2025-06-23
4288,11,80,2025-05-06
2600,12,64,2025-09-27
627,3,61,2025-08-29
4311,17,35,2025-05-13
1639,16,26,2025-09-12
4464,2,78,2025-11-17
4629,2,75,2025-05-12
3688,2,1,2025-09-26
4815,18,99,2025-12-25
877,4,41,2025-04-09
533,14,99,2025-09-06
4017,4,4,2025-04-10
3759,17,31,2025-06-20
4048,9,95,2025-01-25
4714,1,58,2025-06-07
1747,7,60,2025-05-09
3655,2,37,2025-03-04
2410,14,50,2025-07-04
2656,8,93,2025-03-03
4027,10,63,2025-06-25
1085,9,71,2025-04-13
2593,6,2,2025-11-12
4217,4,16,2025-11-10
2312,1,98,2025-06-26
1446,8,87,2025-01-03
1368,6,42,2025-06-23
911,6,82,2025-12-13
4441,18,60,2025-07-29
3475,4,11,2025-07-22
3977,4,3,2025-08-16
939,4,69,2025-01-14
4821,2,27,2025-10-09
2043,4,91,2025-03-12
3878,3,24,2025-01-02
3539,2,45,2025-12-03
1356,6,39,2025-01-26
4698,14,36,2025-07-04
1462,8,67,2025-08-19
1078,6,58,2025-07-17
3939,6,17,2025-05-16
2881,3,13,2025-03-26
3723,1,99,2025-08-01
3852,11,9,2025-08-12
3486,9,9,2025-10-16
829,11,2,2025-10-15
1091,14,35,2025-03-17
1122,7,41,2025-08-30
4278,13,49,2025-12-07
1080,17,32,2025-07-13
787,18,46,2025-10-19
4733,17,56,2025-02-04
3153,18,8,2025-05-31
3865,1,54,2025-06-17
2029,5,86,2025-10-05
187,4,61,2025-08-04
3719,17,38,2025-09-02
2864,13,64,2025-06-30
17,17,83,2025-03-21
2061,12,27,2025-09-12
4384,8,83,2025-02-02
1065,6,75,2025-05-02
4892,1,42,2025-06-11
4613,11,29,2025-07-18
448,9,34,2025-11-27
3408,19,59,2025-06-03
2419,11,58,2025-04-04
1786,13,71,2025-09-03
273,2,79,2025-05-16
4800,1,62,2025-02-26
3878,12,90,2025-09-30
2218,7,56,2025-09-01
3555,12,68,2025-11-18
4421,9,97,2025-09-30
2908,4,16,2025-05-19
731,3,64,2025-10-08
2291,2,20,2025-12-02
2965,12,79,2025-07-23
2001,5,74,2025-04-21
2303,10,83,2025-06-25
4102,19,23,2025-11-04
3746,11,65,2025-04-14
3675,8,97,2025-04-24
3294,6,79,2025-03-26
1743,2,89,2025-07-13
4340,11,86,2025-02-13
1970,6,31,2025-01-17
3785,16,33,2025-05-08
4832,14,41,2025-11-08
528,3,74,2025-07-18
3590,2,17,2025-01-16
4793,13,77,2025-03-20
314,6,44,2025-09-23
4655,13,83,2025-09-07
3113,15,16,2025-03-03
906,3,70,2025-04-18
1315,5,6,2025-04-20
4389,9,38,2025-12-05
3781,19,51,2025-10-17
2187,4,15,2025-02-05
1209,2,49,2025-12-15
1522,19,77,2025-04-01
323,3,67,2025-04-18
4538,17,42,2025-04-21
3999,19,96,2025-10-04
682,6,51,2025-04-27
4499,16,85,2025-12-28
4473,2,39,2025-11-03
2896,9,37,2025-05-22
2289,2,8,2025-08-07
3695,18,54,2025-10-26
1514,5,86,2025-11-14
1182,4,5,2025-07-12
1201,1,96,2025-04-30
2167,11,42,2025-09-18
3619,14,30,2025-02-07
2196,1,71,2025-04-21
1146,5,20,2025-04-07
3646,9,99,2025-08-22
2690,17,51,2025-12-22
4373,16,4,2025-06-16
1408,2,1,2025-02-09
2921,7,34,2025-01-28
3327,12,71,2025-02-10
2959,16,76,2025-09-02
940,1,73,2025-07-24
1786,3,55,2025-08-04
2941,9,97,2025-10-28
1043,5,15,2025-04-02
2080,4,49,2025-12-13
2076,9,98,2025-04-07
2637,17,14,2025-04-09
4290,2,54,2025-02-21
192,3,11,2025-04-29
1800,4,11,2025-06-21
3891,7,33,2025-05-06
657,15,14,2025-08-23
4072,5,7,2025-11-29
2151,9,1,2025-09-30
326,1,69,2025-11-12
4692,13,86,2025-06-15
3731,11,54,2025-11-03
2874,1,97,2025-12-05
2014,3,62,2025-04-23
66,13,51,2025-09-21
2336,8,31,2025-09-24
3062,18,68,2025-03-23
1224,2,19,2025-04-03
4234,8,90,2025-11-15
718,12,25,2025-09-26
2484,3,82,2025-03-21
1524,6,90,2025-01-26
3494,5,35,2025-07-08
666,2,92,2025-06-25
3601,14,75,2025-11-16
4170,15,79,2025-07-08
3315,12,90,2025-08-14
4430,9,47,2025-06-30
159,5,35,2025-10-12
3785,6,60,2025-07-24
1651,13,48,2025-05-09
4627,10,62,2025-08-01
4539,7,74,2025-06-07
4784,6,20,2025-01-31
1926,18,49,2025-09-16
1872,2,47,2025-08-19
3863,11,53,2025-06-10
3117,18,28,2025-03-13
3447,5,6,2025-07-08
3476,1,88,2025-04-25
2178,11,99,2025-07-16
798,6,65,2025-07-22
915,7,30,2025-11-29
4638,7,16,2025-05-22
580,13,4,2025-07-01
3393,2,12,2025-12-08
189,3,90,2025-05-11
3997,10,19,2025-11-28
1517,11,4,2025-06-02
4254,11,79,2025-10-06
1407,6,91,2025-11-16
272,6,77,2025-02-07
2225,7,66,2025-06-03
4637,18,60,2025-08-01
4122,1,44,2025-05-04
2319,18,57,2025-02-24
2293,19,96,2025-02-14
3038,9,97,2025-03-03
2866,14,17,2025-08-30
2348,17,4,2025-09-21
201,10,17,2025-07-09
4452,7,77,2025-12-01
3440,9,15,2025-06-08
2907,1,1,2025-03-18
1988,9,3,2025-06-20
1775,10,41,2025-01-02
1003,16,90,2025-02-28
2754,8,79,2025-09-01
4674,6,36,2025-05-18
1399,9,85,2025-10-14
4934,4,42,2025-01-08
3952,8,7,2025-07-19
3508,11,10,2025-02-09
1898,7,62,2025-10-05
445,3,2,2025-07-24
4704,13,69,2025-06-07
492,10,60,2025-06-13
4295,12,96,2025-08-08
4721,4,54,2025-06-09
2136,1,12,2025-04-20
704,11,46,2025-05-01
364,8,71,2025-09-16
3880,16,72,2025-08-11
1534,12,38,2025-01-03
2783,13,96,2025-08-20
1045,13,47,2025-10-04
4861,15,71,2025-06-12
2329,19,36,2025-07-13
1013,1,21,2025-12-13
1283,4,21,2025-06-29
3361,7,47,2025-09-11
1329,9,56,2025-02-12
762,8,50,2025-03-27
4303,13,98,2025-06-29
3376,5,40,2025-08-05
2078,18,17,2025-04-09
4478,3,94,2025-01-22
2899,18,5,2025-06-08
4732,5,30,2025-02-15
3669,6,20,2025-08-09
74,10,88,2025-04-26
3151,12,86,2025-08-19
3057,3,93,2025-05-29
1466,17,37,2025-03-02
1566,13,23,2025-03-21
623,15,4,2025-07-07
3187,2,47,2025-06-14
4546,4,44,2025-09-05
2226,13,95,2025-03-21
2577,17,42,2025-12-08
3995,11,92,2025-12-02
4265,4,61,2025-12-06
2954,7,16,2025-10-21
2617,7,37,2025-05-05
1433,8,73,2025-02-19
3128,12,46,2025-12-21
359,17,85,2025-05-30
3730,7,80,2025-05-29
4595,3,82,2025-12-06
3438,7,60,2025-03-09
4636,4,51,2025-09-09
1683,10,9,2025-01-17
1503,7,81,2025-01-29
1468,19,2,2025-04-27
2165,19,97,2025-09-10
2037,15,58,2025-07-16
1589,2,5,2025-10-26
2926,12,1,2025-04-04
762,18,82,2025-10-05
1895,12,61,2025-01-17
1656,8,66,2025-06-17
165,13,87,2025-01-28
2935,17,6,2025-12-24
4429,6,53,2025-05-03
4779,16,36,2025-10-12
2451,6,61,2025-08-18
3356,1,64,2025-07-12
2434,1,79,2025-12-20
1767,5,54,2025-07-01
204,2,62,2025-01-31
1760,4,92,2025-03-06
3233,14,68,2025-09-07
347,12,31,2025-11-01
3195,4,75,2025-10-28
271,15,90,2025-05-05
668,12,9,2025-05-10
1891,16,47,2025-12-01
4987,19,20,2025-06-13
280,19,17,2025-08-05
3195,10,99,2025-10-12
4354,11,10,2025-01-26
224,13,84,2025-10-16
1575,8,45,2025-10-01
426,16,56,2025-06-03
3975,18,85,2025-06-22
3973,6,20,2025-07-23
2493,6,13,2025-05-02
3774,13,37,2025-03-07
835,10,69,2025-12-31
3955,2,88,2025-08-28
4305,6,96,2025-10-17
3162,16,81,2025-08-18
1946,13,78,2025-12-24
3437,7,39,2025-08-29
423,19,4,2025-08-04
69,2,97,2025-12-27
1833,2,80,2025-10-28
1842,2,1,2025-05-01
4659,16,46,2025-02-18
4894,6,31,2025-10-27
978,7,98,2025-09-11
216,4,60,2025-05-24
3928,11,24,2025-01-17
2174,7,57,2025-11-04
3719,12,10,2025-08-30
2681,11,30,2025-06-09
1227,11,15,2025-01-07
1241,4,8,2025-03-24
1826,19,80,2025-05-26
2160,17,61,2025-10-02
4289,10,33,2025-02-08
3142,12,24,2025-08-26
3542,3,8,2025-08-27
1317,16,45,2025-06-26
853,11,59,2025-03-03
2035,2,53,2025-08-13
4685,6,19,2025-10-26
4895,15,17,2025-09-01
4969,19,39,2025-06-19
3893,9,69,2025-02-19
4554,7,39,2025-03-20
363,1,42,2025-11-18
1303,6,19,2025-01-25
2710,5,4,2025-04-23
4649,9,52,2025-02-12
141,3,91,2025-04-04
2186,1,79,2025-01-13
4882,1,49,2025-12-21
3837,19,19,2025-02-09
1844,13,41,2025-09-17
1764,3,52,2025-03-28
2592,18,33,2025-05-14
645,13,69,2025-05-12
3527,16,45,2025-10-30
2261,13,89,2025-12-14
3759,12,50,2025-10-01
4882,6,86,2025-08-03
1956,6,36,2025-02-11
999,4,94,2025-06-12
33,8,6,2025-08-31
1303,12,28,2025-01-05
2159,17,23,2025-06-05
1703,14,26,2025-08-15
3734,3,6,2025-08-15
1514,19,20,2025-10-19
4514,17,80,2025-11-17
2791,4,40,2025-12-28
1939,16,16,2025-07-07
8,7,39,2025-11-25
2209,14,57,2025-09-06
3328,5,43,2025-06-03
2129,17,75,2025-09-09
3108,8,89,2025-11-19
4467,5,34,2025-03-15
1463,2,80,2025-06-20
732,9,45,2025-08-15
2708,6,3,2025-12-13
4258,5,15,2025-02-26
3190,7,23,2025-04-01
371,1,87,2025-05-21
3722,13,9,2025-08-19
3662,8,7,2025-11-19
4299,15,94,2025-10-29
2195,10,12,2025-02-03
1497,12,88,2025-09-23
986,9,83,2025-03-01
3485,17,6,2025-04-13
3066,11,75,2025-05-15
1811,7,78,2025-01-16
481,3,49,2025-10-19
1775,8,99,2025-07-16
